Name	Type	Subtype	CMC	Colors	Power	Toughness	Text	Sets
Alaborn Trooper	['Creature']	['Human', 'Soldier']	3	['White']	2	3	NA	['PO2', 'ME4']
Bioplasm	['Creature']	['Ooze']	5	['Green']	4	4	Whenever Bioplasm attacks, exile the top card of your library. If it's a creature card, Bioplasm gets +X/+Y until end of turn, where X is the exiled creature card's power and Y is its toughness.	['GPT']
Indulgent Tormentor	['Creature']	['Demon']	5	['Black']	5	3	Flying At the beginning of your upkeep, draw a card unless target opponent sacrifices a creature or pays 3 life.	['pPRE', 'M15']
Jeskai Barricade	['Creature']	['Wall']	2	['White']	0	4	Flash (You may cast this spell any time you could cast an instant.) Defender When Jeskai Barricade enters the battlefield, you may return another target creature you control to its owner's hand.	['FRF']
Retaliator Griffin	['Creature']	['Griffin']	4	['White', 'Red', 'Green']	2	2	Flying Whenever a source an opponent controls deals damage to you, you may put that many +1/+1 counters on Retaliator Griffin.	['pMEI', 'ARB']
Greater Werewolf	['Creature']	['Werewolf']	5	['Black']	2	4	At end of combat, put a -0/-2 counter on each creature blocking or blocked by Greater Werewolf.	['HML', '5ED']
Takenuma Bleeder	['Creature']	['Ogre', 'Shaman']	3	['Black']	3	3	Whenever Takenuma Bleeder attacks or blocks, you lose 1 life if you don't control a Demon.	['BOK']
Beacon Hawk	['Creature']	['Bird']	2	['White']	1	1	Flying Whenever Beacon Hawk deals combat damage to a player, you may untap target creature. {W}: Beacon Hawk gets +0/+1 until end of turn.	['DIS']
Quickling	['Creature']	['Faerie', 'Rogue']	2	['Blue']	2	2	Flash (You may cast this spell any time you could cast an instant.) Flying When Quickling enters the battlefield, sacrifice it unless you return another creature you control to its owner's hand.	['M15']
Goblin War Wagon	['Artifact', 'Creature']	['Juggernaut']	4	colorless	3	3	Goblin War Wagon doesn't untap during your untap step. At the beginning of your upkeep, you may pay {2}. If you do, untap Goblin War Wagon.	['MRD']
Shaleskin Bruiser	['Creature']	['Beast']	7	['Red']	4	4	Trample Whenever Shaleskin Bruiser attacks, it gets +3/+0 until end of turn for each other attacking Beast.	['ONS']
Reveillark	['Creature']	['Elemental']	5	['White']	4	3	Flying When Reveillark leaves the battlefield, return up to two target creature cards with power 2 or less from your graveyard to the battlefield. Evoke {5}{W} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)	['MOR', 'MMA']
Toxic Iguanar	['Creature']	['Lizard']	1	['Red']	1	1	Toxic Iguanar has deathtouch as long as you control a green permanent. (Any amount of damage a creature with deathtouch deals to a creature is enough to destroy it.)	['CON']
Savage Firecat	['Creature']	['Elemental', 'Cat']	5	['Red']	0	0	Trample Savage Firecat enters the battlefield with seven +1/+1 counters on it. Whenever you tap a land for mana, remove a +1/+1 counter from Savage Firecat.	['ODY']
Vein Drinker	['Creature']	['Vampire']	6	['Black']	4	4	Flying {R}, {T}: Vein Drinker deals damage equal to its power to target creature. That creature deals damage equal to its power to Vein Drinker. Whenever a creature dealt damage by Vein Drinker this turn dies, put a +1/+1 counter on Vein Drinker.	['ALA']
Armorer Guildmage	['Creature']	['Human', 'Wizard']	1	['Red']	1	1	{B}, {T}: Target creature gets +1/+0 until end of turn. {G}, {T}: Target creature gets +0/+1 until end of turn.	['MIR']
Sandbar Crocodile	['Creature']	['Crocodile']	5	['Blue']	6	5	Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out, it's treated as though it doesn't exist.)	['MIR']
Hired Giant	['Creature']	['Giant']	4	['Red']	4	4	When Hired Giant enters the battlefield, each other player may search his or her library for a land card and put that card onto the battlefield. Then each player who searched his or her library this way shuffles it.	['MMQ']
Moroii	['Creature']	['Vampire']	4	['Blue', 'Black']	4	4	Flying At the beginning of your upkeep, you lose 1 life.	['RAV', 'DDH']
Scuttling Death	['Creature']	['Spirit']	5	['Black']	4	2	Sacrifice Scuttling Death: Target creature gets -1/-1 until end of turn. Soulshift 4 (When this creature dies, you may return target Spirit card with converted mana cost 4 or less from your graveyard to your hand.)	['CHK', 'MM2']
Sprite Noble	['Creature']	['Faerie']	3	['Blue']	2	2	Flying Other creatures you control with flying get +0/+1. {T}: Other creatures you control with flying get +1/+0 until end of turn.	['TSP']
Battlewise Hoplite	['Creature']	['Human', 'Soldier']	2	['White', 'Blue']	2	2	Heroic — Whenever you cast a spell that targets Battlewise Hoplite, put a +1/+1 counter on Battlewise Hoplite, then scry 1. (To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.)	['THS']
Orcish Veteran	['Creature']	['Orc']	3	['Red']	2	2	Orcish Veteran can't block white creatures with power 2 or greater. {R}: Orcish Veteran gains first strike until end of turn.	['FEM', 'ME2']
Kalitas, Bloodchief of Ghet	['Creature']	['Vampire', 'Warrior']	7	['Black']	5	5	{B}{B}{B}, {T}: Destroy target creature. If that creature dies this way, put a black Vampire creature token onto the battlefield. Its power is equal to that creature's power and its toughness is equal to that creature's toughness.	['ZEN']
Zebra Unicorn	['Creature']	['Unicorn']	4	['White', 'Green']	2	2	Whenever Zebra Unicorn deals damage, you gain that much life.	['MIR']
Alpine Grizzly	['Creature']	['Bear']	3	['Green']	4	2	NA	['KTK']
Bog-Strider Ash	['Creature']	['Treefolk', 'Shaman']	4	['Green']	2	4	Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.) Whenever a player casts a Goblin spell, you may pay {G}. If you do, you gain 2 life.	['LRW']
Golgari Brownscale	['Creature']	['Lizard']	3	['Green']	2	3	When Golgari Brownscale is put into your hand from your graveyard, you gain 2 life. Dredge 2 (If you would draw a card, instead you may put exactly two cards from the top of your library into your graveyard. If you do, return this card from your graveyard to your hand. Otherwise, draw a card.)	['RAV']
Fallen Askari	['Creature']	['Human', 'Knight']	2	['Black']	2	2	Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.) Fallen Askari can't block.	['VIS', 'VMA']
Drainpipe Vermin	['Creature']	['Rat']	1	['Black']	1	1	When Drainpipe Vermin dies, you may pay {B}. If you do, target player discards a card.	['RTR']
Nim Lasher	['Creature']	['Zombie']	3	['Black']	1	1	Nim Lasher gets +1/+0 for each artifact you control.	['MRD']
Elvish Scout	['Creature']	['Elf', 'Scout']	1	['Green']	1	1	{G}, {T}: Untap target attacking creature you control. Prevent all combat damage that would be dealt to and dealt by it this turn.	['FEM']
Silver Wyvern	['Creature']	['Drake']	5	['Blue']	4	3	Flying {U}: Change the target of target spell or ability that targets only Silver Wyvern. The new target must be a creature.	['STH', 'TPR']
Protean Hydra	['Creature']	['Hydra']	1	['Green']	0	0	Protean Hydra enters the battlefield with X +1/+1 counters on it. If damage would be dealt to Protean Hydra, prevent that damage and remove that many +1/+1 counters from it. Whenever a +1/+1 counter is removed from Protean Hydra, put two +1/+1 counters on it at the beginning of the next end step.	['M10', 'M11']
Blinking Spirit	['Creature']	['Spirit']	4	['White']	2	2	{0}: Return Blinking Spirit to its owner's hand.	['ICE', '5ED', 'BRB', '9ED']
Vexing Shusher	['Creature']	['Goblin', 'Shaman']	2	['Red', 'Green']	2	2	Vexing Shusher can't be countered. {R/G}: Target spell can't be countered by spells or abilities.	['pLPA', 'SHM']
Hopeful Eidolon	['Enchantment', 'Creature']	['Spirit']	1	['White']	1	1	Bestow {3}{W} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.) Lifelink (Damage dealt by this creature also causes you to gain that much life.) Enchanted creature gets +1/+1 and has lifelink.	['THS']
Kor Entanglers	['Creature']	['Kor', 'Soldier', 'Ally']	5	['White']	3	4	Rally — Whenever Kor Entanglers or another Ally enters the battlefield under your control, tap target creature an opponent controls.	['BFZ']
Batterhorn	['Creature']	['Beast']	5	['Red']	4	3	When Batterhorn enters the battlefield, you may destroy target artifact.	['RTR']
Marrow-Gnawer	['Creature']	['Rat', 'Rogue']	5	['Black']	2	3	Rat creatures have fear. (They can't be blocked except by artifact creatures and/or black creatures.) {T}, Sacrifice a Rat: Put X 1/1 black Rat creature tokens onto the battlefield, where X is the number of Rats you control.	['CHK']
Gerrard Capashen	['Creature']	['Human', 'Soldier']	5	['White']	3	4	At the beginning of your upkeep, you gain 1 life for each card in target opponent's hand. {3}{W}: Tap target creature. Activate this ability only if Gerrard Capashen is attacking.	['APC', 'DDE']
Sokenzan Bruiser	['Creature']	['Ogre', 'Warrior']	5	['Red']	3	3	Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.)	['CHK']
Skirk Ridge Exhumer	['Creature']	['Zombie', 'Spellshaper']	2	['Black']	1	1	{B}, {T}, Discard a card: Put a 1/1 black Zombie Goblin creature token named Festering Goblin onto the battlefield. It has "When Festering Goblin dies, target creature gets -1/-1 until end of turn."	['FUT']
Akroan Sergeant	['Creature']	['Human', 'Soldier']	3	['Red']	2	2	First strike (This creature deals combat damage before creatures without first strike.) Renown 1 (When this creature deals combat damage to a player, if it isn't renowned, put a +1/+1 counter on it and it becomes renowned.)	['ORI']
Gavony Ironwright	['Creature']	['Human', 'Soldier']	3	['White']	1	4	Fateful hour — As long as you have 5 or less life, other creatures you control get +1/+4.	['DKA']
Lurebound Scarecrow	['Artifact', 'Creature']	['Scarecrow']	3	colorless	4	4	As Lurebound Scarecrow enters the battlefield, choose a color. When you control no permanents of the chosen color, sacrifice Lurebound Scarecrow.	['SHM']
Voice of the Provinces	['Creature']	['Angel']	6	['White']	3	3	Flying When Voice of the Provinces enters the battlefield, put a 1/1 white Human creature token onto the battlefield.	['AVR']
Cantivore	['Creature']	['Lhurgoyf']	3	['White']	*	*	Vigilance Cantivore's power and toughness are each equal to the number of enchantment cards in all graveyards.	['ODY']
Dazzling Ramparts	['Creature']	['Wall']	5	['White']	0	7	Defender {1}{W}, {T}: Tap target creature.	['KTK']
Ulvenwald Primordials	['Creature']	['Werewolf']	No-cmc	['Green']	5	5	{G}: Regenerate Ulvenwald Primordials. At the beginning of each upkeep, if a player cast two or more spells last turn, transform Ulvenwald Primordials.	['ISD']
Prodigal Sorcerer	['Creature']	['Human', 'Wizard']	3	['Blue']	1	1	{T}: Prodigal Sorcerer deals 1 damage to target creature or player.	['LEA', 'LEB', '2ED', 'CED', 'CEI', '3ED', '4ED', '5ED', '6ED', 'BRB', 'pFNM', 'S00', '7ED', 'TSB', 'ME4']
Demon	['Creature']	['Demon']	No-cmc	colorless	*	*	Flying	['DDC']
Poultice Sliver	['Creature']	['Sliver']	3	['White']	2	2	All Slivers have "{2}, {T}: Regenerate target Sliver."	['PLC']
Old Man of the Sea	['Creature']	['Djinn']	3	['Blue']	2	3	You may choose not to untap Old Man of the Sea during your untap step. {T}: Gain control of target creature with power less than or equal to Old Man of the Sea's power for as long as Old Man of the Sea remains tapped and that creature's power remains less than or equal to Old Man of the Sea's power.	['ARN', 'ME3']
Silverblade Paladin	['Creature']	['Human', 'Knight']	3	['White']	2	2	Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.) As long as Silverblade Paladin is paired with another creature, both creatures have double strike.	['pMEI', 'AVR', 'C14']
Daggerclaw Imp	['Creature']	['Imp']	3	['Black']	3	1	Flying Daggerclaw Imp can't block.	['GPT', 'DDC', 'DD3_DVD', 'MM2']
Harbinger of the Hunt	['Creature']	['Dragon']	5	['Red', 'Green']	5	3	Flying {2}{R}: Harbinger of the Hunt deals 1 damage to each creature without flying. {2}{G}: Harbinger of the Hunt deals 1 damage to each other creature with flying.	['pMEI', 'DTK']
Silverstorm Samurai	['Creature']	['Fox', 'Samurai']	6	['White']	3	3	Flash Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.)	['BOK']
Deep Spawn	['Creature']	['Homarid']	8	['Blue']	6	6	Trample At the beginning of your upkeep, sacrifice Deep Spawn unless you put the top two cards of your library into your graveyard. {U}: Deep Spawn gains shroud until end of turn and doesn't untap during your next untap step. Tap Deep Spawn. (A creature with shroud can't be the target of spells or abilities.)	['FEM', 'ME2']
Sunspire Griffin	['Creature']	['Griffin']	3	['White']	2	3	Flying	['RTR']
Villainous Ogre	['Creature']	['Ogre', 'Warrior']	3	['Black']	3	2	Villainous Ogre can't block. As long as you control a Demon, Villainous Ogre has "{B}: Regenerate Villainous Ogre."	['CHK']
Silver Drake	['Creature']	['Drake']	3	['White', 'Blue']	3	3	Flying When Silver Drake enters the battlefield, return a white or blue creature you control to its owner's hand.	['pMEI', 'PLS']
Sidisi, Brood Tyrant	['Creature']	['Naga', 'Shaman']	4	['Blue', 'Black', 'Green']	3	3	Whenever Sidisi, Brood Tyrant enters the battlefield or attacks, put the top three cards of your library into your graveyard. Whenever one or more creature cards are put into your graveyard from your library, put a 2/2 black Zombie creature token onto the battlefield.	['pPRE', 'KTK']
Pheres-Band Thunderhoof	['Creature']	['Centaur', 'Warrior']	5	['Green']	3	4	Heroic — Whenever you cast a spell that targets Pheres-Band Thunderhoof, put two +1/+1 counters on Pheres-Band Thunderhoof.	['JOU']
Savage Gorilla	['Creature']	['Ape']	5	['Green']	3	3	{U}{B}, {T}, Sacrifice Savage Gorilla: Target creature gets -3/-3 until end of turn. Draw a card.	['APC']
Goldmeadow Dodger	['Creature']	['Kithkin', 'Rogue']	1	['White']	1	1	Goldmeadow Dodger can't be blocked by creatures with power 4 or greater.	['LRW']
Shu Elite Companions	['Creature']	['Human', 'Soldier']	5	['White']	3	3	Horsemanship (This creature can't be blocked except by creatures with horsemanship.)	['PTK', 'ME3']
Erithizon	['Creature']	['Beast']	4	['Green']	4	4	Whenever Erithizon attacks, put a +1/+1 counter on target creature of defending player's choice.	['MMQ']
Edgewalker	['Creature']	['Human', 'Cleric']	3	['White', 'Black']	2	2	Cleric spells you cast cost {W}{B} less to cast. This effect reduces only the amount of colored mana you pay. (For example, if you cast a Cleric spell with mana cost {1}{W}, it costs {1} to cast.)	['SCG']
Chromeshell Crab	['Creature']	['Crab', 'Beast']	5	['Blue']	3	3	Morph {4}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When Chromeshell Crab is turned face up, you may exchange control of target creature you control and target creature an opponent controls.	['LGN', 'CMD']
